nutrient_id,sex_code,life_code,age_band_id,ref_code,calc_kind,factor,var,per_unit,offset
selenium,F,general,5,EAR,ABS,15,,,
selenium,F,general,5,RDA,ABS,15,,,
selenium,F,general,5,UL,ABS,150,,,
selenium,F,general,6,EAR,ABS,15,,,
selenium,F,general,6,RDA,ABS,20,,,
selenium,F,general,6,UL,ABS,200,,,
selenium,F,general,7,EAR,ABS,20,,,
selenium,F,general,7,RDA,ABS,25,,,
selenium,F,general,7,UL,ABS,250,,,
selenium,F,general,8,EAR,ABS,25,,,
selenium,F,general,8,RDA,ABS,30,,,
selenium,F,general,8,UL,ABS,300,,,
selenium,F,general,9,EAR,ABS,20,,,
selenium,F,general,9,RDA,ABS,25,,,
selenium,F,general,9,UL,ABS,350,,,
selenium,F,general,10,EAR,ABS,20,,,
selenium,F,general,10,RDA,ABS,25,,,
selenium,F,general,10,UL,ABS,350,,,
selenium,F,general,11,EAR,ABS,20,,,
selenium,F,general,11,RDA,ABS,25,,,
selenium,F,general,11,UL,ABS,350,,,
selenium,F,general,12,EAR,ABS,20,,,
selenium,F,general,12,RDA,ABS,25,,,
selenium,F,general,12,UL,ABS,350,,,
selenium,F,general,13,EAR,ABS,20,,,
selenium,F,general,13,RDA,ABS,25,,,
selenium,F,general,13,UL,ABS,350,,,
selenium,F,general,14,EAR,ABS,20,,,
selenium,F,general,14,RDA,ABS,25,,,
selenium,F,general,14,UL,ABS,350,,,
selenium,F,pregnant,10,EAR,ABS,25,,,
selenium,F,pregnant,10,RDA,ABS,30,,,
selenium,F,pregnant,11,EAR,ABS,25,,,
selenium,F,pregnant,11,RDA,ABS,30,,,
selenium,F,lactating,10,EAR,ABS,35,,,
selenium,F,lactating,10,RDA,ABS,45,,,
selenium,F,lactating,11,EAR,ABS,35,,,
selenium,F,lactating,11,RDA,ABS,45,,,
# --- クロム (chromium) ---
chromium,M,general,1,AI,ABS,0.8,,,
chromium,M,general,2,AI,ABS,1.0,,,
chromium,M,general,10,AI,ABS,10,,,
chromium,M,general,10,UL,ABS,500,,,
chromium,M,general,11,AI,ABS,10,,,
chromium,M,general,11,UL,ABS,500,,,
chromium,M,general,12,AI,ABS,10,,,
chromium,M,general,12,UL,ABS,500,,,
chromium,M,general,13,AI,ABS,10,,,
chromium,M,general,13,UL,ABS,500,,,
chromium,M,general,14,AI,ABS,10,,,
chromium,M,general,14,UL,ABS,500,,,
chromium,F,general,1,AI,ABS,0.8,,,
chromium,F,general,2,AI,ABS,1.0,,,
chromium,F,general,10,AI,ABS,10,,,
chromium,F,general,10,UL,ABS,500,,,
chromium,F,general,11,AI,ABS,10,,,
chromium,F,general,11,UL,ABS,500,,,
chromium,F,general,12,AI,ABS,10,,,
chromium,F,general,12,UL,ABS,500,,,
chromium,F,general,13,AI,ABS,10,,,
chromium,F,general,13,UL,ABS,500,,,
chromium,F,general,14,AI,ABS,10,,,
chromium,F,general,14,UL,ABS,500,,,
chromium,F,pregnant,10,AI,ABS,10,,,
chromium,F,lactating,10,AI,ABS,10,,,
# --- モリブデン (molybdenum) ---
molybdenum,M,general,1,AI,ABS,2.5,,,
molybdenum,M,general,2,AI,ABS,3.0,,,
molybdenum,M,general,3,EAR,ABS,10,,,
molybdenum,M,general,3,RDA,ABS,10,,,
molybdenum,M,general,4,EAR,ABS,10,,,
molybdenum,M,general,4,RDA,ABS,10,,,
molybdenum,M,general,5,EAR,ABS,10,,,
molybdenum,M,general,5,RDA,ABS,15,,,
molybdenum,M,general,6,EAR,ABS,15,,,
molybdenum,M,general,6,RDA,ABS,20,,,
molybdenum,M,general,7,EAR,ABS,15,,,
molybdenum,M,general,7,RDA,ABS,20,,,
molybdenum,M,general,8,EAR,ABS,20,,,
molybdenum,M,general,8,RDA,ABS,25,,,
molybdenum,M,general,9,EAR,ABS,25,,,
molybdenum,M,general,9,RDA,ABS,30,,,
molybdenum,M,general,10,EAR,ABS,20,,,
molybdenum,M,general,10,RDA,ABS,30,,,
molybdenum,M,general,10,UL,ABS,600,,,
molybdenum,M,general,11,EAR,ABS,25,,,
molybdenum,M,general,11,RDA,ABS,30,,,
molybdenum,M,general,11,UL,ABS,600,,,
molybdenum,M,general,12,EAR,ABS,25,,,
molybdenum,M,general,12,RDA,ABS,30,,,
molybdenum,M,general,12,UL,ABS,600,,,
molybdenum,M,general,13,EAR,ABS,20,,,
molybdenum,M,general,13,RDA,ABS,30,,,
molybdenum,M,general,13,UL,ABS,600,,,
molybdenum,M,general,14,EAR,ABS,20,,,
molybdenum,M,general,14,RDA,ABS,25,,,
molybdenum,M,general,14,UL,ABS,600,,,
molybdenum,F,general,1,AI,ABS,2.5,,,
molybdenum,F,general,2,AI,ABS,3.0,,,
molybdenum,F,general,3,EAR,ABS,10,,,
molybdenum,F,general,3,RDA,ABS,10,,,
molybdenum,F,general,4,EAR,ABS,10,,,
molybdenum,F,general,4,RDA,ABS,10,,,
molybdenum,F,general,5,EAR,ABS,10,,,
molybdenum,F,general,5,RDA,ABS,15,,,
molybdenum,F,general,6,EAR,ABS,15,,,
molybdenum,F,general,6,RDA,ABS,15,,,
molybdenum,F,general,7,EAR,ABS,15,,,
molybdenum,F,general,7,RDA,ABS,20,,,
molybdenum,F,general,8,EAR,ABS,20,,,
molybdenum,F,general,8,RDA,ABS,25,,,
molybdenum,F,general,9,EAR,ABS,20,,,
molybdenum,F,general,9,RDA,ABS,25,,,
molybdenum,F,general,10,EAR,ABS,20,,,
molybdenum,F,general,10,RDA,ABS,25,,,
molybdenum,F,general,10,UL,ABS,500,,,
molybdenum,F,general,11,EAR,ABS,20,,,
molybdenum,F,general,11,RDA,ABS,25,,,
molybdenum,F,general,11,UL,ABS,500,,,
