nutrient_id,sex_code,life_code,age_band_id,ref_code,calc_kind,factor,var,per_unit,offset
folate,F,general,6,RDA,ABS,150,,,
folate,F,general,6,UL,ABS,500,,,
folate,F,general,7,EAR,ABS,150,,,
folate,F,general,7,RDA,ABS,180,,,
folate,F,general,7,UL,ABS,700,,,
folate,F,general,8,EAR,ABS,190,,,
folate,F,general,8,RDA,ABS,230,,,
folate,F,general,8,UL,ABS,900,,,
folate,F,general,9,EAR,ABS,200,,,
folate,F,general,9,RDA,ABS,240,,,
folate,F,general,9,UL,ABS,900,,,
folate,F,general,10,EAR,ABS,200,,,
folate,F,general,10,RDA,ABS,240,,,
folate,F,general,10,UL,ABS,900,,,
folate,F,general,11,EAR,ABS,200,,,
folate,F,general,11,RDA,ABS,240,,,
folate,F,general,11,UL,ABS,1000,,,
folate,F,general,12,EAR,ABS,200,,,
folate,F,general,12,RDA,ABS,240,,,
folate,F,general,12,UL,ABS,1000,,,
folate,F,general,13,EAR,ABS,200,,,
folate,F,general,13,RDA,ABS,240,,,
folate,F,general,13,UL,ABS,900,,,
folate,F,general,14,EAR,ABS,200,,,
folate,F,general,14,RDA,ABS,240,,,
folate,F,general,14,UL,ABS,900,,,
folate,F,pregnant_mid_late,10,EAR,ABS,400,,,
folate,F,pregnant_mid_late,10,RDA,ABS,480,,,
folate,F,pregnant_mid_late,11,EAR,ABS,400,,,
folate,F,pregnant_mid_late,11,RDA,ABS,480,,,
folate,F,lactating,10,EAR,ABS,280,,,
folate,F,lactating,10,RDA,ABS,340,,,
folate,F,lactating,11,EAR,ABS,280,,,
folate,F,lactating,11,RDA,ABS,340,,,
# --- パントテン酸 (pantothenic_acid) ---
pantothenic_acid,M,general,1,AI,ABS,4,,,
pantothenic_acid,M,general,2,AI,ABS,3,,,
pantothenic_acid,M,general,3,AI,ABS,3,,,
pantothenic_acid,M,general,4,AI,ABS,4,,,
pantothenic_acid,M,general,5,AI,ABS,5,,,
pantothenic_acid,M,general,6,AI,ABS,6,,,
pantothenic_acid,M,general,7,AI,ABS,6,,,
pantothenic_acid,M,general,8,AI,ABS,7,,,
pantothenic_acid,M,general,9,AI,ABS,7,,,
pantothenic_acid,M,general,10,AI,ABS,6,,,
pantothenic_acid,M,general,11,AI,ABS,6,,,
pantothenic_acid,M,general,12,AI,ABS,6,,,
pantothenic_acid,M,general,13,AI,ABS,6,,,
pantothenic_acid,M,general,14,AI,ABS,6,,,
pantothenic_acid,F,general,1,AI,ABS,4,,,
pantothenic_acid,F,general,2,AI,ABS,3,,,
pantothenic_acid,F,general,3,AI,ABS,3,,,
pantothenic_acid,F,general,4,AI,ABS,4,,,
pantothenic_acid,F,general,5,AI,ABS,5,,,
pantothenic_acid,F,general,6,AI,ABS,6,,,
pantothenic_acid,F,general,7,AI,ABS,6,,,
pantothenic_acid,F,general,8,AI,ABS,6,,,
pantothenic_acid,F,general,9,AI,ABS,6,,,
pantothenic_acid,F,general,10,AI,ABS,5,,,
pantothenic_acid,F,general,11,AI,ABS,5,,,
pantothenic_acid,F,general,12,AI,ABS,5,,,
pantothenic_acid,F,general,13,AI,ABS,5,,,
pantothenic_acid,F,general,14,AI,ABS,5,,,
pantothenic_acid,F,pregnant,10,AI,ABS,5,,,
pantothenic_acid,F,pregnant,11,AI,ABS,5,,,
pantothenic_acid,F,lactating,10,AI,ABS,6,,,
pantothenic_acid,F,lactating,11,AI,ABS,6,,,
# --- ビオチン (biotin) ---
biotin,M,general,1,AI,ABS,4,,,
biotin,M,general,2,AI,ABS,10,,,
biotin,M,general,3,AI,ABS,20,,,
biotin,M,general,4,AI,ABS,20,,,
biotin,M,general,5,AI,ABS,30,,,
biotin,M,general,6,AI,ABS,30,,,
biotin,M,general,7,AI,ABS,40,,,
biotin,M,general,8,AI,ABS,50,,,
biotin,M,general,9,AI,ABS,50,,,
biotin,M,general,10,AI,ABS,50,,,
biotin,M,general,11,AI,ABS,50,,,
biotin,M,general,12,AI,ABS,50,,,
biotin,M,general,13,AI,ABS,50,,,
biotin,M,general,14,AI,ABS,50,,,
biotin,F,general,1,AI,ABS,4,,,
biotin,F,general,2,AI,ABS,10,,,
biotin,F,general,3,AI,ABS,20,,,
biotin,F,general,4,AI,ABS,20,,,
biotin,F,general,5,AI,ABS,30,,,
biotin,F,general,6,AI,ABS,30,,,
biotin,F,general,7,AI,ABS,40,,,
biotin,F,general,8,AI,ABS,50,,,
biotin,F,general,9,AI,ABS,50,,,
biotin,F,general,10,AI,ABS,50,,,
biotin,F,general,11,AI,ABS,50,,,
biotin,F,general,12,AI,ABS,50,,,
biotin,F,general,13,AI,ABS,50,,,
biotin,F,general,14,AI,ABS,50,,,
biotin,F,pregnant,10,AI,ABS,50,,,
biotin,F,pregnant,11,AI,ABS,50,,,
biotin,F,lactating,10,AI,ABS,50,,,
biotin,F,lactating,11,AI,ABS,50,,,
# --- ビタミンC (vitamin_c) ---
vitamin_c,M,general,1,AI,ABS,40,,,
vitamin_c,M,general,2,AI,ABS,40,,,
vitamin_c,M,general,3,EAR,ABS,30,,,
vitamin_c,M,general,3,RDA,ABS,35,,,
vitamin_c,M,general,4,EAR,ABS,35,,,
vitamin_c,M,general,4,RDA,ABS,40,,,
vitamin_c,M,general,5,EAR,ABS,40,,,
vitamin_c,M,general,5,RDA,ABS,50,,,
vitamin_c,M,general,6,EAR,ABS,50,,,
vitamin_c,M,general,6,RDA,ABS,60,,,
vitamin_c,M,general,7,EAR,ABS,60,,,
vitamin_c,M,general,7,RDA,ABS,70,,,
vitamin_c,M,general,8,EAR,ABS,75,,,
vitamin_c,M,general,8,RDA,ABS,90,,,
vitamin_c,M,general,9,EAR,ABS,80,,,
vitamin_c,M,general,9,RDA,ABS,100,,,
vitamin_c,M,general,10,EAR,ABS,80,,,
vitamin_c,M,general,10,RDA,ABS,100,,,
vitamin_c,M,general,11,EAR,ABS,80,,,
vitamin_c,M,general,11,RDA,ABS,100,,,
vitamin_c,M,general,12,EAR,ABS,80,,,
vitamin_c,M,general,12,RDA,ABS,100,,,
vitamin_c,M,general,13,EAR,ABS,80,,,
vitamin_c,M,general,13,RDA,ABS,100,,,
vitamin_c,M,general,14,EAR,ABS,80,,,
vitamin_c,M,general,14,RDA,ABS,100,,,
vitamin_c,F,general,1,AI,ABS,40,,,
vitamin_c,F,general,2,AI,ABS,40,,,
vitamin_c,F,general,3,EAR,ABS,30,,,
