food_name,energy,protein,saturated_fatty_acids,n6_fatty_acids,n3_fatty_acids,carbohydrate,fiber,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,niacin,vitamin_b6,vitamin_b12,folate,pantothenic_acid,biotin,vitamin_c,salt_equivalent,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,iodine,selenium,chromium,molybdenum,quantity,unit,price
＜魚類＞　にしん　くん製,280.0,19.6,4.53,0.39,2.52,0.0,0.0,0.0,48.0,0.5,0.0,0.01,0.35,5.0,0.1,15.0,16.0,1.74,0.0,0.0,9.9,280.0,150.0,36.0,400.0,3.5,1.1,0.16,0.03,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　にしん　かずのこ　生,139.0,27.1,0.85,0.08,1.37,0.2,0.0,15.0,13.0,5.1,0.0,0.15,0.22,1.4,0.26,11.0,120.0,1.37,0.0,0.0,0.8,210.0,50.0,34.0,140.0,1.2,2.3,0.07,0.06,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　にしん　かずのこ　乾,358.0,70.1,2.37,0.13,3.39,0.5,0.0,7.0,32.0,6.4,0.0,0.0,0.07,0.4,0.28,4.8,23.0,1.13,0.0,0.0,3.6,46.0,65.0,150.0,500.0,1.9,5.4,0.08,0.07,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　にしん　かずのこ　塩蔵　水戻し,80.0,16.1,0.52,0.03,0.48,0.6,0.0,2.0,17.0,0.9,0.0,0.0,0.01,0.0,0.04,4.5,0.0,0.0,0.0,0.0,1.2,2.0,8.0,4.0,94.0,0.4,1.3,0.06,0.02,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　はぜ　生,78.0,16.1,0.03,0.01,0.03,0.1,0.0,7.0,3.0,1.0,0.0,0.04,0.04,1.4,0.07,2.7,8.0,0.42,0.0,1.0,0.2,350.0,42.0,27.0,190.0,0.2,0.6,0.02,0.1,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　はぜ　つくだ煮,277.0,20.5,0.53,0.19,0.46,0.0,0.0,160.0,5.0,2.4,0.0,0.11,0.41,2.4,0.06,6.8,230.0,0.79,0.0,0.0,5.6,480.0,1200.0,73.0,820.0,12.0,3.2,0.08,1.2,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　はぜ　甘露煮,260.0,17.8,0.38,0.1,0.28,0.0,0.0,22.0,6.0,0.6,0.0,0.05,0.11,0.9,0.03,5.8,15.0,0.23,0.0,0.0,3.8,200.0,980.0,58.0,650.0,4.2,2.7,0.05,1.27,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　はたはた　生,101.0,12.8,0.92,0.24,1.09,0.0,0.0,20.0,2.0,2.2,0.0,0.02,0.14,3.0,0.08,1.7,7.0,0.5,3.3,0.0,0.5,250.0,60.0,18.0,120.0,0.5,0.6,0.06,0.0,32.0,37.0,0.0,0.0,100,g,
＜魚類＞　はたはた　生干し,154.0,14.8,2.01,0.37,2.61,0.0,0.0,22.0,1.0,2.8,0.0,0.05,0.05,0.9,0.08,3.5,11.0,0.5,3.6,3.0,1.3,240.0,17.0,23.0,180.0,0.3,0.8,0.04,0.01,37.0,37.0,1.0,0.0,100,g,
＜魚類＞　はまふえふき　生,85.0,17.0,0.07,0.03,0.04,0.1,0.0,8.0,11.0,0.6,0.0,0.15,0.07,6.4,0.3,3.7,3.0,0.4,0.0,0.0,0.2,450.0,43.0,29.0,250.0,0.3,0.5,0.03,0.0,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　はも　生,132.0,18.9,1.36,0.2,1.25,0.0,0.0,59.0,5.0,1.1,0.0,0.04,0.18,3.8,0.23,1.9,21.0,0.46,0.0,1.0,0.2,450.0,79.0,29.0,280.0,0.2,0.6,0.03,0.07,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ひらまさ　生,128.0,18.8,1.09,0.14,1.04,0.1,0.0,19.0,5.0,1.4,0.0,0.2,0.14,7.6,0.52,2.1,8.0,0.26,0.0,3.0,0.1,450.0,12.0,36.0,300.0,0.4,0.7,0.04,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ひらめ　天然　生,96.0,17.6,0.43,0.08,0.51,0.0,0.0,12.0,3.0,0.6,0.0,0.04,0.11,5.0,0.33,1.0,16.0,0.82,0.0,3.0,0.1,440.0,22.0,26.0,240.0,0.1,0.4,0.03,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ひらめ　養殖　皮つき　生,115.0,19.0,0.8,0.25,0.89,0.0,0.0,19.0,1.9,1.6,0.0,0.12,0.34,6.2,0.44,1.5,13.0,0.89,10.0,5.0,0.1,440.0,30.0,30.0,240.0,0.1,0.5,0.02,0.03,8.0,47.0,0.0,0.0,100,g,
＜魚類＞　ひらめ　養殖　皮なし　生,100.0,17.5,0.49,0.16,0.55,0.1,0.0,9.0,2.3,1.6,0.0,0.22,0.07,6.7,0.48,1.1,12.0,0.86,8.4,10.0,0.1,470.0,8.0,31.0,230.0,0.1,0.3,0.02,0.01,11.0,41.0,0.0,0.0,100,g,
＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,80.0,15.9,0.06,0.02,0.08,0.2,0.0,3.0,4.0,0.8,0.0,0.06,0.21,5.9,0.45,1.9,3.0,0.36,0.0,0.0,0.3,430.0,6.0,25.0,250.0,0.2,0.9,0.02,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　（ふぐ類）　まふぐ　生,78.0,15.6,0.07,0.02,0.11,0.0,0.0,7.0,6.0,0.6,0.0,0.04,0.17,7.0,0.5,3.0,3.0,0.23,0.0,0.0,0.2,470.0,5.0,24.0,260.0,0.2,1.5,0.02,0.0,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ふな　生,93.0,15.3,0.52,0.12,0.5,0.1,0.0,12.0,4.0,1.5,0.0,0.55,0.14,2.3,0.11,5.5,14.0,0.69,0.0,1.0,0.1,340.0,100.0,23.0,160.0,1.5,1.9,0.04,0.02,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ふな　水煮,104.0,17.1,0.59,0.14,0.52,0.1,0.0,15.0,3.8,1.5,0.0,0.49,0.12,1.6,0.1,4.4,8.0,0.71,0.0,0.0,0.1,310.0,140.0,24.0,230.0,1.5,2.1,0.04,0.02,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ふな　甘露煮,266.0,13.1,0.6,0.71,0.33,0.0,0.0,61.0,2.0,0.5,0.0,0.16,0.16,1.3,0.03,6.7,13.0,0.24,0.0,0.0,3.3,240.0,1200.0,58.0,710.0,6.5,5.2,0.11,0.62,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ふな　ふなずし,181.0,19.1,1.5,0.74,1.18,0.0,0.0,43.0,3.6,4.6,4.0,0.0,0.07,0.3,0.03,7.4,15.0,0.14,28.0,0.0,3.9,64.0,350.0,20.0,240.0,0.9,2.9,0.23,0.34,24.0,48.0,1.0,36.0,100,g,
＜魚類＞　ぶり　成魚　生,222.0,18.6,4.42,0.37,3.35,0.3,0.0,50.0,8.0,2.0,0.0,0.23,0.36,9.5,0.42,3.8,7.0,1.01,7.7,2.0,0.1,380.0,5.0,26.0,130.0,1.3,0.7,0.08,0.01,24.0,57.0,0.0,0.0,100,g,
＜魚類＞　ぶり　成魚　焼き,260.0,22.7,4.87,0.41,3.73,0.3,0.0,42.0,5.4,2.1,0.0,0.24,0.39,10.0,0.38,3.8,6.0,1.38,0.0,2.0,0.1,440.0,6.0,28.0,170.0,2.3,0.9,0.1,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ぶり　はまち　養殖　皮つき　生,217.0,17.8,3.96,1.08,1.88,0.3,0.0,32.0,4.0,4.6,0.0,0.16,0.21,9.0,0.45,4.6,9.0,0.99,6.4,2.0,0.1,340.0,19.0,29.0,210.0,1.0,0.8,0.09,0.01,14.0,32.0,0.0,0.0,100,g,
＜魚類＞　ぶり　はまち　養殖　皮なし　生,180.0,17.6,2.81,0.84,1.66,0.3,0.0,41.0,4.4,5.5,0.0,0.17,0.23,7.9,0.53,6.6,9.0,0.99,6.4,3.0,0.1,390.0,5.0,29.0,220.0,1.1,0.5,0.1,0.01,14.0,35.0,0.0,0.0,100,g,
＜魚類＞　ほうぼう　生,110.0,16.2,0.96,0.12,0.73,0.0,0.0,9.0,3.0,0.5,0.0,0.09,0.15,5.0,0.44,2.2,5.0,0.82,0.0,3.0,0.3,380.0,42.0,34.0,200.0,0.4,0.5,0.04,0.05,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ホキ　生,78.0,14.1,0.24,0.03,0.26,0.0,0.0,43.0,1.0,0.9,0.0,0.03,0.16,1.3,0.07,0.7,13.0,0.42,0.0,0.0,0.4,330.0,20.0,24.0,160.0,0.3,0.4,0.02,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ほっけ　生,103.0,15.4,0.7,0.1,1.09,0.1,0.0,25.0,3.0,1.7,0.0,0.09,0.17,2.5,0.17,11.0,9.0,1.16,0.0,1.0,0.2,360.0,22.0,33.0,220.0,0.4,1.1,0.1,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ほっけ　塩ほっけ,113.0,16.1,1.03,0.11,0.97,0.1,0.0,20.0,3.0,0.7,0.0,0.1,0.27,2.9,0.18,7.3,2.0,0.79,0.0,0.0,3.6,350.0,20.0,30.0,220.0,0.5,0.4,0.04,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ほっけ　開き干し　生,161.0,18.0,1.99,0.2,2.14,0.1,0.0,30.0,4.6,1.3,0.0,0.1,0.24,3.5,0.21,5.3,7.0,0.65,3.7,4.0,1.8,390.0,170.0,37.0,330.0,0.5,0.9,0.05,0.03,15.0,31.0,1.0,0.0,100,g,
＜魚類＞　ほっけ　開き干し　焼き,179.0,19.6,2.21,0.23,2.4,0.2,0.0,39.0,3.5,1.6,0.0,0.14,0.26,3.7,0.17,5.3,11.0,0.65,4.5,2.0,2.0,410.0,180.0,41.0,360.0,0.6,1.0,0.06,0.03,17.0,34.0,1.0,0.0,100,g,
＜魚類＞　ぼら　生,119.0,15.5,1.18,0.19,1.37,0.1,0.0,8.0,10.0,1.6,0.0,0.16,0.26,4.5,0.43,4.7,4.0,0.66,0.0,1.0,0.2,330.0,17.0,24.0,170.0,0.7,0.5,0.06,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ぼら　からすみ,353.0,0.0,2.68,1.1,4.47,0.3,0.0,350.0,33.0,9.7,7.0,0.01,0.93,2.7,0.26,28.0,62.0,5.17,0.0,10.0,3.6,170.0,9.0,23.0,530.0,1.5,9.3,0.19,0.04,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　ほんもろこ　生,103.0,14.8,0.82,0.36,0.69,0.1,0.0,250.0,5.0,2.9,0.0,0.03,0.2,2.5,0.13,9.0,37.0,0.73,0.0,2.0,0.2,320.0,850.0,39.0,640.0,1.3,3.4,0.07,0.21,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　きはだ　生,102.0,20.6,0.21,0.04,0.21,0.0,0.0,2.0,6.0,0.4,0.0,0.15,0.09,18.0,0.64,5.8,5.0,0.36,1.4,0.0,0.1,450.0,5.0,37.0,290.0,2.0,0.5,0.06,0.01,14.0,74.0,1.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,115.0,22.3,0.25,0.03,0.17,0.1,0.0,83.0,5.0,0.8,0.0,0.1,0.05,14.0,0.85,1.3,8.0,0.41,1.9,2.0,0.1,380.0,5.0,45.0,270.0,1.1,0.4,0.04,0.01,14.0,110.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,308.0,16.7,5.91,0.6,5.81,0.1,0.0,270.0,18.0,1.5,0.0,0.04,0.07,9.8,0.82,1.0,8.0,0.47,0.0,4.0,0.2,230.0,7.0,35.0,180.0,1.6,0.5,0.04,0.0,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,153.0,20.5,1.73,0.27,1.87,0.3,0.0,840.0,4.0,1.5,0.0,0.16,0.05,15.0,0.51,2.5,10.0,0.27,1.1,2.0,0.1,430.0,3.0,38.0,270.0,0.8,0.5,0.02,0.0,31.0,79.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,173.0,22.5,1.92,0.26,1.62,0.3,0.0,900.0,4.1,1.8,0.0,0.16,0.04,14.0,0.4,3.2,12.0,0.28,1.3,2.0,0.1,400.0,3.0,38.0,270.0,1.0,0.6,0.02,0.0,34.0,88.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,187.0,22.9,2.29,0.3,1.81,0.2,0.0,990.0,4.3,1.9,0.0,0.17,0.04,15.0,0.31,3.4,11.0,0.27,1.3,2.0,0.1,410.0,3.0,39.0,270.0,0.9,0.6,0.02,0.01,38.0,91.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,191.0,24.9,1.96,0.28,1.82,0.3,0.0,970.0,4.3,1.8,0.0,0.19,0.05,18.0,0.29,3.4,9.0,0.25,1.4,2.0,0.1,490.0,4.0,44.0,310.0,1.1,0.6,0.02,0.01,39.0,94.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,202.0,24.0,2.49,0.36,2.36,0.3,0.0,1100.0,5.0,2.0,0.0,0.19,0.04,19.0,0.33,3.3,11.0,0.33,1.5,2.0,0.1,500.0,3.0,42.0,290.0,0.9,0.6,0.02,0.01,42.0,94.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,194.0,23.1,2.2,0.54,2.3,0.3,0.0,910.0,4.4,1.9,0.0,0.18,0.05,17.0,0.42,3.2,10.0,0.25,1.4,2.0,0.1,470.0,3.0,43.0,300.0,0.9,0.6,0.02,0.01,36.0,90.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,222.0,20.7,2.11,1.16,2.24,0.0,0.0,820.0,4.1,2.5,0.0,0.17,0.06,15.0,0.25,3.1,6.0,0.3,1.5,1.0,0.1,440.0,13.0,40.0,280.0,1.0,0.5,0.04,0.04,33.0,88.0,0.0,1.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　生,321.0,16.0,6.8,1.19,8.14,0.3,0.0,580.0,20.8,7.2,5.0,0.14,0.05,11.4,0.43,1.9,9.0,0.47,1.0,3.0,0.1,330.0,4.0,26.0,190.0,0.6,0.6,0.01,0.01,73.0,73.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　水煮,330.0,18.2,6.44,1.07,7.22,0.3,0.0,15.0,51.6,0.9,1.0,0.11,0.18,6.5,0.16,7.1,7.0,0.45,4.3,3.0,0.1,290.0,3.0,26.0,190.0,0.7,0.6,0.02,0.01,93.0,78.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　蒸し,313.0,17.4,6.4,1.1,7.5,0.1,0.0,15.0,18.9,7.1,4.0,0.16,0.05,11.6,0.27,2.1,5.0,0.46,1.4,2.0,1.9,450.0,75.0,47.0,250.0,0.9,0.8,0.08,0.01,47.0,62.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　電子レンジ調理,307.0,19.6,5.25,0.9,6.04,0.2,0.0,750.0,21.2,5.6,4.0,0.15,0.05,12.9,0.3,2.0,4.0,0.62,1.3,2.0,0.1,350.0,4.0,31.0,220.0,0.8,0.6,0.02,0.01,87.0,89.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　焼き,342.0,18.8,6.7,1.16,7.86,0.2,0.0,800.0,20.7,7.0,6.0,0.16,0.05,12.9,0.32,2.2,5.0,0.48,1.5,3.0,0.1,360.0,4.0,31.0,230.0,0.7,0.7,0.02,0.01,100.0,83.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　ソテー,339.0,20.3,6.24,1.24,7.18,0.2,0.0,710.0,20.4,6.6,6.0,0.15,0.05,13.0,0.31,2.2,6.0,0.45,1.3,3.0,0.1,380.0,4.0,33.0,240.0,0.7,0.8,0.02,0.01,89.0,89.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　脂身　天ぷら,345.0,17.8,4.99,1.77,5.85,2.4,0.0,670.0,19.5,7.0,15.0,0.14,0.06,11.4,0.25,2.0,6.0,0.58,1.3,2.0,0.1,350.0,17.0,30.0,220.0,0.7,0.6,0.02,0.04,76.0,70.0,0.0,1.0,100,g,
＜魚類＞　（まぐろ類）　びんなが　生,111.0,21.6,0.15,0.03,0.21,0.2,0.0,4.0,7.0,0.7,0.0,0.13,0.1,21.0,0.94,2.8,4.0,0.31,1.2,1.0,0.1,440.0,9.0,41.0,310.0,0.9,0.5,0.05,0.01,12.0,71.0,1.0,0.0,100,g,
＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,88.0,16.9,0.06,0.01,0.08,0.1,0.0,6.0,4.0,1.0,0.0,0.03,0.05,11.0,1.08,2.2,5.0,0.3,2.2,0.0,0.1,400.0,5.0,27.0,240.0,1.8,0.4,0.04,0.01,5.0,73.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,322.0,16.6,6.06,0.84,6.77,0.1,0.0,34.0,5.0,1.5,0.0,0.1,0.06,11.0,1.0,1.5,4.0,0.29,4.4,5.0,0.1,280.0,9.0,29.0,210.0,0.6,0.4,0.05,0.01,38.0,120.0,1.0,0.0,100,g,
＜魚類＞　（まぐろ類）　めじまぐろ　生,139.0,20.4,1.09,0.17,1.36,0.1,0.0,61.0,12.0,1.2,0.0,0.19,0.19,19.0,0.73,6.9,6.0,0.59,0.0,1.0,0.1,410.0,9.0,40.0,290.0,1.8,0.5,0.09,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類） めばち　赤身　生,115.0,21.9,0.49,0.07,0.49,0.3,0.0,17.0,3.6,0.9,0.0,0.09,0.05,15.0,0.76,1.4,5.0,0.15,1.5,1.0,0.1,440.0,3.0,35.0,270.0,0.9,0.4,0.03,0.0,18.0,75.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類） めばち　脂身　生,158.0,20.0,1.78,0.27,1.79,0.4,0.0,37.0,8.1,2.0,1.0,0.07,0.05,13.0,0.8,1.0,5.0,0.17,1.5,1.0,0.3,400.0,4.0,31.0,240.0,0.7,0.4,0.03,0.0,42.0,74.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,70.0,13.0,0.18,0.03,0.15,0.2,0.0,10.0,3.0,0.4,0.0,0.01,0.04,9.5,0.26,1.1,4.0,0.13,0.0,0.0,0.5,230.0,5.0,26.0,160.0,0.6,0.7,0.05,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,96.0,14.8,0.64,0.11,0.62,0.4,0.0,0.0,2.0,0.4,0.0,0.07,0.03,11.0,0.15,1.4,7.0,0.13,0.0,0.0,0.7,280.0,6.0,34.0,200.0,1.0,0.7,0.04,0.02,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,134.0,15.4,0.58,0.11,0.57,0.0,0.0,0.0,5.0,0.7,0.0,0.07,0.03,8.0,0.16,3.7,13.0,0.23,0.0,0.0,1.9,280.0,24.0,31.0,350.0,4.0,1.0,0.12,0.13,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,265.0,14.4,3.37,10.76,1.4,0.1,0.0,8.0,2.0,2.8,44.0,0.01,0.03,8.8,0.26,1.1,3.0,0.09,0.0,0.0,0.9,230.0,4.0,25.0,160.0,0.5,0.3,0.04,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,279.0,15.3,4.85,11.18,0.55,0.1,0.0,0.0,4.0,8.3,0.0,0.05,0.13,12.0,0.15,2.0,2.0,0.12,0.0,0.0,0.9,190.0,2.0,27.0,270.0,1.8,0.4,0.03,0.02,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　マジェランあいなめ　生,243.0,11.0,4.15,0.31,1.0,0.1,0.0,1800.0,17.0,2.2,0.0,0.02,0.08,0.9,0.04,0.6,5.0,0.29,0.0,0.0,0.2,300.0,10.0,18.0,210.0,0.1,0.3,0.01,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　まながつお　生,161.0,13.9,3.8,0.28,1.23,0.0,0.0,90.0,5.0,1.4,0.0,0.22,0.13,3.6,0.3,1.4,7.0,1.37,0.0,1.0,0.4,370.0,21.0,25.0,190.0,0.3,0.5,0.02,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　みなみくろたち　生,112.0,18.0,0.75,0.09,0.95,0.1,0.0,55.0,2.0,1.9,0.0,0.06,0.2,7.5,0.5,6.5,4.0,0.85,0.0,1.0,0.3,460.0,22.0,34.0,240.0,0.6,0.5,0.05,0.03,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　みなみだら　生,68.0,13.6,0.05,0.01,0.1,0.0,0.0,6.0,7.0,0.8,0.0,0.03,0.27,1.7,0.09,1.6,11.0,0.44,0.0,0.0,0.6,320.0,23.0,41.0,160.0,0.3,0.3,0.04,0.02,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　むつ　生,175.0,14.5,1.69,0.16,0.63,0.0,0.0,8.0,4.0,0.9,0.0,0.03,0.16,2.4,0.1,1.9,6.0,0.31,0.0,0.0,0.2,390.0,25.0,20.0,180.0,0.5,0.4,0.03,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　むつ　水煮,161.0,19.3,1.14,0.11,0.43,0.0,0.0,11.0,3.6,0.6,0.0,0.04,0.16,2.8,0.13,2.5,4.0,0.25,0.0,0.0,0.2,410.0,49.0,23.0,230.0,0.6,0.4,0.03,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　めじな　生,113.0,16.1,1.17,0.17,0.84,0.1,0.0,55.0,1.0,0.8,0.0,0.05,0.38,2.7,0.16,1.8,2.0,0.44,0.0,0.0,0.2,380.0,27.0,30.0,240.0,0.3,0.9,0.03,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　めばる　生,100.0,15.6,0.79,0.08,0.87,0.0,0.0,11.0,1.0,1.5,0.0,0.07,0.17,1.6,0.11,1.5,5.0,0.37,0.0,2.0,0.2,350.0,80.0,27.0,200.0,0.4,0.4,0.05,0.0,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　メルルーサ　生,73.0,14.6,0.11,0.01,0.17,0.0,0.0,5.0,1.0,1.3,0.0,0.09,0.04,1.0,0.07,0.8,5.0,0.32,0.0,0.0,0.4,320.0,12.0,38.0,150.0,0.2,0.4,0.02,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　やつめうなぎ　生,245.0,0.0,3.76,0.74,3.8,0.2,0.0,8200.0,3.0,3.8,0.0,0.25,0.85,3.0,0.2,4.9,19.0,1.18,0.0,2.0,0.1,150.0,7.0,15.0,180.0,2.0,1.6,0.15,0.03,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　やつめうなぎ　干しやつめ,449.0,0.0,6.57,0.84,6.66,0.5,0.0,1900.0,12.0,2.4,0.0,0.33,1.69,7.0,0.14,55.0,100.0,5.76,0.0,0.0,0.3,650.0,16.0,49.0,240.0,32.0,5.9,1.8,0.1,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　やまめ　養殖　生,110.0,15.1,0.91,0.45,0.73,0.3,0.0,15.0,8.0,2.2,0.0,0.15,0.16,3.8,0.22,6.6,13.0,1.48,0.0,3.0,0.1,420.0,85.0,28.0,280.0,0.5,0.8,0.04,0.01,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　わかさぎ　生,71.0,11.8,0.29,0.09,0.45,0.1,0.0,99.0,2.0,0.7,0.0,0.01,0.14,1.6,0.17,7.9,21.0,0.51,4.0,1.0,0.5,120.0,450.0,25.0,350.0,0.9,2.0,0.19,0.13,29.0,22.0,1.0,1.0,100,g,
＜魚類＞　わかさぎ　つくだ煮,308.0,23.6,1.02,0.47,1.08,0.0,0.0,460.0,8.0,4.2,0.0,0.24,0.32,3.4,0.06,9.4,59.0,0.77,0.0,0.0,4.8,480.0,970.0,69.0,780.0,2.6,4.4,0.11,1.74,0.0,0.0,0.0,0.0,100,g,
＜魚類＞　わかさぎ　あめ煮,301.0,21.6,0.87,0.38,0.9,0.0,0.0,420.0,9.0,3.6,0.0,0.28,0.35,3.6,0.06,11.0,52.0,0.0,0.0,0.0,4.1,410.0,960.0,66.0,740.0,2.1,5.2,0.08,2.29,0.0,0.0,0.0,0.0,100,g,
＜貝類＞　あかがい　生,70.0,10.6,0.03,0.01,0.03,3.5,0.0,35.0,0.0,0.9,1.0,0.2,0.2,2.5,0.1,59.0,20.0,1.02,0.0,2.0,0.8,290.0,40.0,55.0,140.0,5.0,1.5,0.06,0.0,0.0,0.0,0.0,0.0,100,g,
＜貝類＞　あげまき　生,44.0,5.9,0.1,0.02,0.13,2.0,0.0,27.0,1.0,0.8,0.0,0.3,0.14,1.3,0.04,59.0,11.0,0.37,0.0,1.0,1.5,120.0,66.0,49.0,120.0,4.1,1.5,0.4,0.2,0.0,0.0,0.0,0.0,100,g,
＜貝類＞　あさり　生,29.0,4.4,0.08,0.03,0.06,0.4,0.0,4.0,0.1,0.4,1.0,0.01,0.16,1.3,0.03,44.8,11.0,0.37,21.6,1.0,2.0,140.0,66.0,92.0,82.0,2.2,0.9,0.05,0.07,56.0,35.0,3.0,8.0,100,g,
＜貝類＞　あさり　蒸し,32.0,3.8,0.08,0.03,0.1,0.6,0.0,5.0,0.1,0.4,1.0,0.01,0.15,1.2,0.02,45.2,8.0,0.21,20.9,0.0,2.0,130.0,64.0,94.0,79.0,2.1,0.9,0.05,0.1,59.0,35.0,3.0,8.0,100,g,
＜貝類＞　あさり　つくだ煮,218.0,16.1,0.32,0.07,0.38,0.0,0.0,43.0,0.0,1.4,4.0,0.02,0.18,1.1,0.09,15.0,42.0,0.4,0.0,0.0,7.4,270.0,260.0,79.0,300.0,19.0,2.8,0.18,0.94,0.0,0.0,0.0,0.0,100,g,
＜貝類＞　あさり　缶詰　水煮,102.0,15.7,0.34,0.08,0.23,1.9,0.0,6.0,0.0,2.7,3.0,0.0,0.09,0.8,0.01,64.0,10.0,0.0,0.0,0.0,1.0,9.0,110.0,46.0,260.0,30.0,3.4,0.29,1.24,0.0,0.0,0.0,0.0,100,g,
＜貝類＞　あさり　缶詰　味付け,124.0,12.8,0.24,0.06,0.29,0.0,0.0,6.0,0.0,2.3,4.0,0.0,0.06,1.2,0.01,36.0,1.0,0.0,0.0,0.0,1.6,35.0,87.0,44.0,180.0,28.0,3.2,0.24,1.23,0.0,0.0,0.0,0.0,100,g,
＜貝類＞　あわび　くろあわび　生,76.0,11.2,0.09,0.06,0.05,3.7,0.0,1.0,0.0,0.3,0.0,0.15,0.09,0.8,0.02,0.4,20.0,2.44,1.2,1.0,1.1,160.0,25.0,69.0,82.0,2.2,0.0,0.0,0.01,200.0,8.0,6.0,15.0,100,g,
